SPI® Total Return;;;;;;;;;;;;;;;;;
ISIN;CH0009987501;;;;CH0011105639;CH0017810976;CH0009987519;CH0009987527;CH0009987535;CH0009987543;CH0000629755;CH0000629821; CH0000629839;CH0000629854;CH0000629870;CH0009111011;CH0033051423
SYMBOL;SXGE;;;;SNSPI;SPIEX;SXBS ;SXRS ;SXBP ;SXPC ;SSCI ;SMCI ;SLCI ;SNCI ;SOCI ;SSIRT;SXSLI
NAME;SPI®;;;;SWX new;SPI Extra ;Bearer;Registred;Bearer &;Particip.;Small;Mid;Large;Small &;Large &;Swiss All;SPI ex SLI (TR)
;Tot Ret;;;;SPI Index;;Shares;Shares;PS;Certificate;Cap;Cap;Cap;Mid Cap;Mid Cap;Shares;
YTD Perf.%;3.01;3.29;3.3;2.82;3.29;7.63;-1.74;3.37;2.94;3.68;10.95;7.32;2.49;7.63;3.18;3.39;7.58
Date;Open;Close;High;Low;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close
16.03.2006;6132.89;6135.65;6145.08;6120.01;1221.55;1651.53;5055.6;7978.22;5677.7;7867.71;9779.82;6528.82;6075.12;6978.41;6070.69;6092.37;1384.376
15.03.2006;6170.9;6131.56;6171.49;6131.56;1220.73;1650.49;5026.86;7973.92;5671.02;7875.46;9745.6;6520.33;6072.21;6967.23;6067.05;6088.21;1382.707
14.03.2006;6124.64;6142.41;6163.4;6124.64;1222.89;1640.67;5009.23;8000.25;5646.54;7838.43;9699.24;6480.45;6092.34;6925.91;6078.71;6098.76;1376.395
13.03.2006;6119.16;6145.67;6154.95;6117.25;1223.54;1646.74;4981.2;7996.1;5673.29;7914.16;9696.7;6474.24;6097.26;6919.94;6082.06;6102.15;1379.477
10.03.2006;5996.32;6095.15;6095.15;5996.32;1213.48;1631.06;4967.34;7919.22;5658.11;7893.38;9643.93;6417.8;6047.19;6862.72;6031.66;6052.05;1365.962
09.03.2006;6025.74;6017.18;6039.71;6009.72;1197.96;1623.86;4907.31;7809.87;5608.46;7836.37;9615.59;6381.61;5960.81;6826.57;5953.12;5975.56;1360.695
08.03.2006;6032.61;5995.95;6032.61;5961.38;1193.73;1620.54;4869.14;7782.16;5589.1;7825.16;9619.24;6352.08;5940.27;6799.7;5931.57;5954.5;1358.22
07.03.2006;6035.71;6021.37;6035.71;5981.76;1198.79;1630.97;4950.81;7831.46;5566.76;7718.47;9659.62;6419.92;5958.87;6866.21;5956.72;5978.85;1365.046
06.03.2006;6075;6063.84;6083.43;6061.62;1207.25;1646.81;5032.1;7885.3;5609.99;7746.45;9717.32;6488.65;5997.29;6935.25;5998.89;6020.28;1378.49
03.03.2006;6046.57;6061.05;6086.23;6039.43;1206.69;1641.88;5038.87;7877.02;5620.51;7762.97;9684.6;6449.68;6000.81;6896.1;5996.53;6017.94;1378.528
02.03.2006;6079.42;6050.42;6092.73;6046.96;1204.58;1638.05;5018.77;7871.33;5587.71;7710.73;9679.41;6455.93;5987.26;6901.37;5985.85;6007.7;1374.849
01.03.2006;6007.56;6075.75;6075.91;6007.56;1209.62;1633.9;4949.89;7930.12;5537.87;7659.94;9646.05;6445.52;6019.61;6888.5;6011.98;6032.13;1372.982
28.02.2006;6086.01;6012.26;6095.76;6002.99;1196.98;1624.21;4926.01;7848.23;5477.23;7553.71;9630.3;6386.26;5953.95;6832.31;5947.92;5970.11;1365.822
27.02.2006;6059.97;6084.58;6084.58;6034.28;1211.38;1631;4975.48;7958.76;5497.82;7559.31;9649.13;6442.7;6030.51;6886.2;6020.88;6040.99;1370.832
24.02.2006;6071.85;6051.98;6075.8;6041.61;1204.89;1618.65;4978.46;7915.98;5468.73;7497.71;9616.55;6411.67;5997.31;6854.39;5988.34;6008.94;1358.649
23.02.2006;6109.48;6068.62;6112.91;6068.62;1208.2;1610.2;4979.84;7931.53;5501.22;7563.04;9545.06;6392.02;6021.45;6829.28;6006.23;6025.36;1352.459
22.02.2006;6066.56;6105.55;6108.4;6066.56;1215.55;1606.07;4963.49;7993.35;5496.6;7565.65;9501.18;6396.15;6065.42;6828.79;6044.26;6060.88;1347.663
21.02.2006;6052.98;6078.54;6081.55;6052.98;1210.17;1603.03;4938.81;7961.84;5461.45;7512.07;9470.51;6392.12;6034.49;6822.07;6017.36;6033.86;1345.503
20.02.2006;6014.72;6039.98;6042.75;6006.88;1202.5;1595.54;4947.83;7906.36;5440.79;7463.25;9450.28;6359.64;5994.24;6790.13;5978.61;5995.53;1338.615
17.02.2006;6021.54;6014.36;6021.54;5994.69;1197.4;1587.7;4957.98;7871.91;5420.27;7413.88;9435.1;6349.12;5965.74;6778.95;5952.88;5971.06;1333.646
16.02.2006;5965.86;6006.64;6006.64;5947;1195.86;1586.31;4936.01;7850.26;5445.82;7482.24;9409.98;6317.55;5962.08;6747.37;5945.43;5963.68;1332.488
15.02.2006;5977.26;5929.55;5977.26;5924.6;1180.51;1579.38;4883.28;7734.52;5418.07;7464.44;9363.65;6250.11;5882.1;6680.64;5868.05;5887.51;1328.181
14.02.2006;6002;5988.75;6023.3;5962.98;1192.3;1582.62;4896.44;7823.6;5438.85;7497.17;9335.51;6269.88;5949.78;6696.12;5928.41;5944.9;1330.815
13.02.2006;5944.2;5991.82;5991.82;5944.2;1192.91;1578.66;4926.82;7840.07;5406.57;7408.87;9322.12;6268.57;5953.87;6693.6;5931.71;5947.36;1327.028
10.02.2006;5977.55;5973.56;5999.44;5968.22;1189.27;1580.06;4930.26;7800.65;5433.73;7461.79;9335.29;6269.18;5931.82;6695.46;5913.02;5929.93;1327.635
09.02.2006;5980.82;5979.71;5987.64;5968.46;1190.5;1575.01;4926.36;7796.7;5473.02;7544.9;9322.65;6247.87;5942.76;6674.57;5919.44;5936.11;1326.161
08.02.2006;5920.97;5947.96;5969.76;5906.79;1184.18;1566.49;4897.16;7749.02;5461.59;7543.09;9265.12;6214.39;5911.39;6638.06;5888.13;5904.87;1319.742
07.02.2006;5958.05;5952.59;5980.21;5934.99;1185.1;1568.84;4918.32;7759.82;5452.46;7508.85;9279.81;6204.84;5918.17;6630.71;5892.6;5910.12;1321.027
06.02.2006;5956.04;5954.78;5994.74;5945.97;1185.54;1570.43;4913.47;7766.38;5444.03;7495.2;9270.02;6200.79;5921.57;6626.02;5894.96;5911.64;1320.697
03.02.2006;5927.08;5954.72;5959.02;5919.09;1185.52;1568.28;4927.65;7745.28;5503.01;7605.19;9259.59;6187.94;5923.73;6613.15;5895.05;5912.05;1319.326
02.02.2006;5963.75;5917.74;5974.99;5917.74;1178.16;1568.97;4948.24;7688.16;5494.18;7571.97;9238.75;6201.11;5878.07;6623.23;5857.9;5875.82;1318.644
01.02.2006;5927.95;5948.78;5955.34;5927.13;1184.34;1561.28;4980.49;7736.68;5500;7560.08;9156.59;6206.25;5915.51;6619.87;5890.54;5906.25;1312.604
31.01.2006;5924.46;5928.95;5940.75;5903.15;1180.39;1554.67;4922.34;7665.25;5609.81;7827.21;9129.89;6165.14;5898.99;6579.36;5870.84;5886.42;1306.767
30.01.2006;5915.63;5912.75;5931.89;5904.87;1177.17;1550.79;4885.88;7666.36;5532.54;7696.29;9074.96;6171.46;5879.68;6579.78;5855.24;5869.82;1305.275
27.01.2006;5946.46;5904.32;5946.46;5899.64;1175.49;1546.53;4892.77;7666.33;5494.06;7612.64;9051.94;6177.47;5869.11;6583.04;5847.04;5861.33;1302.845
26.01.2006;5849.6;5875.77;5875.77;5844.03;1169.81;1526.17;4839.15;7631.39;5461.51;7585.69;8948.8;6103.48;5848.79;6504.71;5819.63;5832.78;1286.05
25.01.2006;5841.28;5826.92;5846.46;5812.62;1160.08;1517.36;4812.51;7547.96;5472.23;7627.21;8928.44;6059.67;5798.14;6462.34;5770.46;5784.63;1280.361
24.01.2006;5842.77;5834.18;5872.32;5822.89;1161.53;1518.77;4762.19;7548.13;5505.01;7731.24;8933.13;6047;5808.71;6451.12;5777.75;5792.09;1280.463
23.01.2006;5771.63;5839.84;5840.27;5771.63;1162.65;1515.77;4793.81;7571.45;5465.41;7627.06;8891.16;6058.26;5814.35;6457.37;5784.09;5797.24;1276.617
20.01.2006;5879.94;5839.37;5912.23;5839.37;1162.56;1523.29;4782.87;7573.02;5458.83;7621.7;8937.34;6080.32;5809.47;6482.24;5782.94;5797.11;1281.537
19.01.2006;5877.44;5890.47;5890.47;5853;1172.73;1525.23;4818.99;7652.71;5468.93;7615.71;8917.77;6090.61;5868.84;6489.8;5834.97;5847.18;1284.069
18.01.2006;5814.89;5861.67;5872.76;5814.89;1167;1529.92;4781.74;7613.86;5446.21;7596.75;8857.8;6096.26;5834.76;6489.11;5806.68;5818.51;1278.72
17.01.2006;5903.15;5903.46;5910.77;5893.55;1175.32;1533.88;4819.01;7658.09;5513.28;7706.25;8906.99;6122.67;5879.32;6518.28;5848.28;5859.94;1284.058
16.01.2006;5900.18;5939.35;5939.74;5893.23;1182.46;1538.61;4853.95;7710.23;5531.1;7716.89;8919.26;6160.78;5915.63;6554.61;5884.44;5895.6;1289.565
13.01.2006;5897.72;5914.65;5914.65;5868.56;1177.55;1533.2;4830.1;7675.82;5514.69;7700.95;8889.68;6136.31;5890.72;6529.15;5859.86;5870.86;1284.36
12.01.2006;5881.86;5910.93;5911.14;5881.86;1176.81;1531.37;4837.18;7688.81;5461.19;7586.47;8874.51;6126.93;5888.06;6519.01;5856.31;5866.48;1283.461
11.01.2006;5838.4;5876.23;5876.23;5828.92;1169.9;1522.82;4839.84;7646.57;5420.99;7502.43;8834.92;6098.11;5852.14;6488.56;5821.75;5832.1;1276.917
10.01.2006;5832.84;5811.98;5840.32;5800.58;1157.11;1512.24;4796.56;7541.63;5421.66;7535.7;8804.61;6043.21;5785.15;6434.99;5757.14;5769.51;1266.918
09.01.2006;5866.29;5849.79;5868.31;5848.42;1164.63;1518.68;4811.57;7593.74;5448.36;7579.16;8803.51;6085.14;5823.36;6473.52;5795.44;5806.05;1271.669
06.01.2006;5839.06;5850.81;5850.81;5831.67;1164.84;1516.33;4801.07;7580.69;5489.64;7671.19;8802.67;6061.71;5828.32;6451.85;5796.48;5807.34;1268.319
05.01.2006;5847.84;5837.78;5857.41;5823.45;1162.24;1509.52;4801.55;7554.65;5503.16;7698.45;8771.81;6029.12;5818.59;6418.78;5783.74;5794.97;1263.357
04.01.2006;5823.36;5851.15;5851.15;5786.76;1164.9;1508.31;4808.62;7579.13;5495.62;7677.84;8756.96;6038.74;5833.18;6426.19;5797.49;5808.14;1258.486
03.01.2006;5769.47;5780.41;5824.53;5749.96;1150.82;1493.06;4804.16;7476.21;5460.81;7610.05;8683.92;6006.84;5755.58;6389.59;5726.92;5738.6;1248.239
30.12.2005;5752.32;5742.41;5765.28;5719.35;1143.26;1473.9;4782.18;7412.89;5464.66;7634.11;8653.2;5933.23;5722.71;6318.78;5688.89;5702.28;1232.789
29.12.2005;5734.73;5765.29;5770.5;5734.73;1147.81;1469.94;4793.14;7439.91;5493.5;7684.92;8599.25;5930.51;5751.19;6310.93;5712.85;5724.26;1230.023
28.12.2005;5699.11;5721.06;5742.84;5693.64;1139.01;1462.68;4768.56;7384.45;5446.8;7607.67;8541.27;5896.05;5705.19;6273.48;5668.9;5680.49;1223.19
27.12.2005;5673.86;5711.45;5715.89;5667.86;1137.09;1456.2;4771.08;7374.36;5431.13;7573.84;8527.19;5876.24;5697.16;6253.84;5659.37;5671.09;1217.292
23.12.2005;5700.83;5674.03;5705.32;5668.62;1129.64;1449.23;4725.99;7328.29;5389.3;7521.65;8489.95;5838.47;5659.41;6215.38;5622.03;5634.23;1211.172
22.12.2005;5700.71;5686.73;5710.96;5672.37;1132.17;1451.43;4711.01;7339.05;5417.16;7589.56;8506.37;5837.16;5674.39;6215.8;5634.65;5647.28;1213.589
21.12.2005;5694.17;5707.41;5709.07;5691.6;1136.29;1448.27;4713.99;7356.52;5462.7;7680.34;8503.91;5842.14;5698.17;6220.14;5655.62;5667.8;1212.132
20.12.2005;5676.52;5682.81;5685.26;5662.83;1131.39;1439.17;4684.89;7317.08;5460.87;7698.03;8477.07;5793.07;5677.23;6172.31;5631.1;5643.21;1206.25
19.12.2005;5662.5;5692.1;5697.09;5654.67;1133.24;1434.9;4687.33;7332.56;5459.91;7694.27;8455.53;5783.07;5690.19;6160.97;5640.82;5652.3;1204.053
16.12.2005;5664.29;5663.82;5679.38;5658.75;1127.61;1435.28;4653.65;7284.13;5466.45;7732.43;8468.37;5780.87;5656.79;6160.22;5612;5624.28;1204.89
15.12.2005;5687;5639.56;5688.68;5630.41;1122.78;1430.81;4620.1;7248.14;5456.47;7736.75;8451.8;5747.67;5633.56;6128.01;5587.68;5600.42;1201.157
14.12.2005;5734.42;5681.13;5734.42;5680.39;1131.05;1435.57;4615.25;7305.64;5485.26;7799.06;8456.5;5778.44;5677.9;6156.8;5629.7;5641.58;1204.356
13.12.2005;5729.27;5722.66;5729.27;5702.81;1139.32;1435.72;4650.82;7359.6;5523.83;7851.61;8459.88;5793.42;5724.72;6170.93;5671.71;5682.69;1204.853
12.12.2005;5744.63;5714.89;5753.61;5700.9;1137.78;1433.06;4629.03;7349.54;5516.48;7852.64;8459.56;5789.48;5716.13;6167.27;5663.84;5675.66;1201.382
09.12.2005;5710.51;5716.48;5721.65;5692.12;1138.09;1437.22;4618.61;7342.48;5543.55;7915.53;8444.26;5798.47;5716.85;6174.04;5665.67;5677.48;1205.541
08.12.2005;5697.14;5712.21;5712.21;5683.06;1137.24;1439.08;4634.58;7323.89;5576.23;7970.47;8467.52;5802.22;5710.8;6179.79;5661.01;5673.38;1205.488
07.12.2005;5741.82;5732.14;5770.89;5725.83;1141.21;1440.02;4612.27;7357.5;5573.06;7980.41;8469.22;5822.79;5731.15;6198.9;5681.17;5693.03;1205.115
06.12.2005;5729.18;5747.1;5760.34;5721.13;1144.19;1438.1;4616.66;7397.82;5528.33;7885.9;8468.36;5818.18;5749.64;6194.57;5696.33;5707.12;1204.607
05.12.2005;5745.23;5730.66;5745.23;5715.15;1140.92;1443.12;4571.73;7386.83;5483.95;7828.4;8477.67;5822.64;5729.28;6199.59;5679.55;5690.69;1209.725
02.12.2005;5713.61;5732.2;5732.2;5699.31;1141.22;1439.41;4558.35;7404.07;5442.66;7753.98;8481.15;5794.42;5735.52;6173.89;5681.06;5691.69;1206.423
01.12.2005;5630.27;5691.9;5693.24;5614.52;1133.2;1427.52;4557.21;7345.31;5423.2;7715.1;8420.61;5743.5;5696.83;6120.99;5641.13;5652.36;1199.753
30.11.2005;5618.49;5601.68;5622.82;5585.79;1115.24;1421.84;4505.15;7218.6;5366.09;7636.84;8409.99;5678.21;5600.39;6059.71;5549.96;5563.41;1194.757
29.11.2005;5605.91;5624.34;5641.53;5603.99;1119.75;1422.12;4522.86;7250.07;5381.45;7655.16;8368.89;5686.09;5626.7;6062.97;5573.49;5585.91;1196.484
28.11.2005;5690.66;5613.74;5706.34;5613.74;1117.64;1418.08;4511.87;7241.75;5356.3;7611.92;8352.37;5676.72;5615.89;6052.71;5563;5575.79;1194.95
25.11.2005;5649.19;5669.12;5673.24;5642.55;1128.66;1435.56;4584.13;7303.45;5436.47;7722.35;8413.03;5740.61;5670.4;6117.58;5618.18;5630.45;1211.283
24.11.2005;5662.65;5650.02;5675.83;5620.82;1124.86;1430.02;4574.81;7284.26;5402.94;7660.77;8391.02;5719.25;5651.51;6095.73;5599.17;5611.22;1206.907
23.11.2005;5652.78;5664.5;5670.84;5645.12;1127.74;1430.01;4592.65;7295.96;5436.36;7715.86;8374.67;5724.31;5668.15;6098.8;5614.05;5625.49;1206.364
22.11.2005;5642.06;5644.33;5651.16;5626.83;1123.73;1426.16;4585.14;7276.76;5397.95;7642.98;8342.37;5708.45;5647.29;6081.01;5594.1;5605.3;1202.774
21.11.2005;5629.72;5632.25;5634.03;5610.85;1121.32;1422.2;4573.8;7285.86;5317.14;7486.36;8333.96;5697.25;5634.89;6069.87;5582;5592.78;1199.337
18.11.2005;5585.34;5617.29;5626.12;5585.27;1118.35;1420.32;4570.59;7268.88;5296.34;7446.27;8353.84;5673.49;5620.57;6049.94;5566.56;5577.9;1197.552
17.11.2005;5543.24;5547.36;5576.21;5534.56;1104.42;1417.83;4507.19;7188.43;5202.18;7300.73;8336.93;5638.69;5543.45;6016.23;5495.99;5509.01;1196.819
16.11.2005;5538.87;5505.04;5548.62;5485.28;1096;1416.38;4430.89;7105.92;5240.23;7434.6;8351.43;5612.59;5497.15;5993.65;5452.93;5468.27;1195.754
15.11.2005;5538.16;5544.75;5564.39;5535.09;1103.9;1423.54;4475.07;7156.52;5279.85;7482.95;8371.65;5646.9;5538.46;6027.23;5492.84;5506.95;1202.73
14.11.2005;5550.66;5537.73;5570.74;5534.62;1102.51;1422.49;4483.05;7146.45;5276.03;7469.26;8342.78;5649.46;5530.22;6026.73;5486.16;5500.08;1202.685
11.11.2005;5527.98;5563.78;5563.78;5523.94;1107.69;1422.53;4474.63;7164.42;5344.78;7615.83;8344.32;5668.95;5558;6044.82;5512.51;5525.91;1204.13
10.11.2005;5499.43;5490.08;5510.02;5485.93;1093.02;1422.02;4426.71;7078.12;5249.89;7457.41;8343.37;5650.41;5473.68;6027.69;5437.89;5452.9;1201.922
09.11.2005;5511.13;5485.02;5517.47;5478.02;1092.01;1417.3;4445.66;7065.05;5263.4;7471.04;8341.66;5637.75;5469.7;6015.89;5432.8;5448.22;1201.133
08.11.2005;5508.75;5498.08;5536.66;5491.33;1094.61;1417.67;4429.33;7066.2;5319.87;7598.33;8359.28;5638.21;5484.78;6018.07;5445.76;5461.41;1202.614
07.11.2005;5471.32;5496.27;5499.79;5446.55;1094.25;1419.62;4445.01;7073.2;5292.01;7529.9;8370.55;5631.92;5483.43;6013.43;5443.77;5459.5;1203.283
04.11.2005;5460.91;5462.27;5468.94;5444.01;1087.48;1417.3;4392.78;7032.19;5251.53;7485.73;8360;5594.8;5449.16;5978.27;5409.49;5425.77;1201.61
03.11.2005;5413.13;5466.11;5467.98;5404.01;1088.25;1416.61;4424.23;7036.67;5256.57;7472.84;8359.59;5604.94;5452.13;5987.54;5413.39;5429.52;1202.035
02.11.2005;5381.05;5397.09;5409.92;5369.15;1074.51;1403.14;4381.85;6937.55;5218.93;7427.22;8354.55;5546.7;5379.61;5933.54;5343.56;5361.44;1195.26
01.11.2005;5354.54;5383.51;5381.75;5340.97;1071.8;1397.66;4364.9;6911.22;5230.68;7463.7;8361.04;5517.44;5368;5907.32;5329.71;5348.51;1191.848
31.10.2005;5274.98;5338.4;5340.14;5274.95;1062.82;1393.54;4325.04;6845.62;5208.39;7447.57;8369.43;5482.91;5319.85;5876.44;5283.91;5304.53;1187.12
28.10.2005;5240.08;5221.61;5255.89;5206.39;1039.57;1376.3;4209.92;6698.94;5085.82;7282.13;8301.45;5390.67;5197.17;5784.9;5166.63;5188.99;1173.391
27.10.2005;5272.85;5253.5;5284.41;5250.99;1045.92;1380.11;4253.91;6740.59;5114.82;7308.92;8319.54;5405.25;5232.33;5800.1;5198.66;5221.35;1175.168
26.10.2005;5282.53;5295.02;5301.06;5278.72;1054.18;1394.29;4308.34;6787.36;5173.44;7388.51;8357.2;5473.88;5270.12;5866.91;5240.15;5262.62;1188.392
25.10.2005;5274.85;5272.24;5297.87;5268.79;1049.65;1392.78;4279.74;6771.69;5113.29;7286.78;8365.98;5463.86;5244.58;5858.59;5216.96;5239.99;1187.788
24.10.2005;5218.69;5253.48;5256.94;5205.08;1045.91;1393.34;4248.49;6760.52;5058.88;7198.71;8369.04;5464.91;5222.16;5859.86;5197.91;5220.93;1188.492
21.10.2005;5215.41;5207.01;5232.21;5198.87;1036.66;1379.37;4169.15;6710.65;4986.28;7108.93;8353.57;5388.73;5179.32;5788.32;5151.08;5174.57;1177.637
20.10.2005;5261.52;5234.28;5261.52;5227.47;1042.09;1390.13;4215.91;6730.9;5054.2;7213.16;8377.23;5436.68;5203.69;5834.76;5178.35;5201.95;1185.978
19.10.2005;5243.55;5187.48;5256.15;5177.26;1032.77;1383.37;4172.09;6659.98;5039.13;7214.68;8363.34;5408.49;5152.89;5807.45;5131.16;5155.82;1182.129
18.10.2005;5272.94;5283.9;5288.63;5265.38;1051.97;1411.1;4252.83;6765.87;5183.07;7449.08;8438.49;5523.54;5247.75;5920.77;5227.7;5251.82;1205.884
17.10.2005;5254.54;5243.53;5254.54;5216.32;1043.93;1416.23;4305.28;6723.4;5117.58;7276.71;8456.52;5547.03;5195.87;5944.17;5186.56;5211.09;1208.461
14.10.2005;5246.32;5233.64;5246.32;5219.38;1041.96;1412.34;4324.24;6729.63;5054.83;7134.6;8465.07;5538.36;5185.38;5937.04;5176.42;5200.7;1206.674
13.10.2005;5264.05;5233.28;5274.48;5200.59;1041.89;1416.57;4328.03;6725.68;5064.28;7151.1;8466.94;5548.5;5183.31;5946.56;5176.03;5200.57;1208.902
12.10.2005;5286.91;5275.6;5309.47;5265.24;1050.32;1435.85;4410.05;6764.77;5148.18;7261.98;8537.15;5621.77;5220.72;6020.94;5217.86;5242.53;1226.017
11.10.2005;5317.23;5309.04;5337.4;5306.57;1056.98;1440.19;4438.6;6809.09;5176.76;7299.3;8537.06;5654.86;5255.13;6051.38;5251.72;5275.71;1229.879
10.10.2005;5310.14;5297.15;5320.16;5295.15;1054.61;1435.66;4413.13;6821.93;5086.3;7133.35;8544.21;5641.97;5242.96;6040.23;5239.58;5263.46;1226.255
07.10.2005;5279.81;5293.58;5307.55;5270.68;1053.9;1433.38;4368.12;6814.26;5091.5;7177.14;8547.96;5613.03;5243.23;6013.98;5235.91;5259.31;1224.642
06.10.2005;5305.95;5292.04;5311.97;5278.52;1053.59;1442.68;4416.03;6798.67;5128.18;7216.74;8524.44;5661.36;5234.26;6056.02;5234.7;5258.34;1232.131
05.10.2005;5346.5;5358.3;5371.46;5340.75;1066.78;1460.29;4536.75;6887.7;5181.44;7236.52;8615.98;5739.39;5298.94;6136.88;5300.46;5323.71;1246.707
04.10.2005;5347.75;5371.95;5371.95;5333.94;1069.5;1467.41;4567.79;6919.11;5155.79;7161.25;8639.71;5748.06;5313.34;6147.23;5313.94;5337.1;1252.334
03.10.2005;5299.33;5346.17;5352.42;5294.99;1064.37;1465.14;4533.35;6888.7;5123.18;7120.06;8614.01;5727.67;5286.44;6125.92;5288.2;5311.44;1249.946
30.09.2005;5267.42;5271.01;5271.66;5237.92;1049.4;1458.57;4491.91;6796.22;5038.91;6978.52;8571.23;5696.42;5203.09;6092.91;5212.71;5237.78;1245.827
29.09.2005;5267.35;5237.18;5270.53;5237.18;1042.67;1439.91;4457.11;6760.39;4984.29;6892.59;8496.57;5628.83;5174.73;6023.4;5179.55;5204.17;1227.16
28.09.2005;5238.25;5266.81;5269.55;5236.19;1048.57;1438.92;4478.99;6810.25;4979.3;6866.15;8510.82;5640.02;5207.7;6035.1;5209.34;5232.92;1227.114
27.09.2005;5218.65;5228.12;5232.5;5215.08;1040.87;1431.76;4420.83;6740.78;4998.3;6948.14;8489.4;5606.14;5167.61;6001.89;5170.47;5195.32;1221.413
26.09.2005;5222.75;5229.51;5232.93;5210.73;1041.14;1434.82;4427.96;6731.68;5030.8;7009.33;8519.45;5618.54;5166.87;6016.31;5171.45;5197.05;1223.101
23.09.2005;5160.51;5181.37;5193.8;5160.51;1031.56;1427.37;4398.45;6658.37;5016.92;7002.83;8518.99;5583.72;5115.43;5984.38;5122.71;5149.83;1218.83
22.09.2005;5146.75;5147.05;5161.39;5129.76;1024.73;1425.7;4399.34;6587.45;5060.32;7090.95;8511.81;5564.45;5078.02;5966;5088.06;5116.5;1217.709
21.09.2005;5198.57;5167.57;5211.35;5167.48;1028.81;1433.98;4427.31;6625.86;5045.84;7040.59;8547.95;5607.92;5095.03;6009.47;5108.31;5136.15;1224.152
20.09.2005;5212.93;5220.31;5224.03;5208.6;1039.31;1439.39;4455.71;6696.57;5088.53;7106.88;8572.22;5635.84;5152.51;6037.5;5161.37;5188.42;1229.313
19.09.2005;5182.67;5196.42;5226.76;5182.67;1034.55;1433.34;4462.96;6659.91;5082.41;7088.97;8549.24;5601.37;5129.95;6003.61;5137.51;5164.75;1226.265
16.09.2005;5169.92;5198.02;5198.02;5169.92;1034.87;1432.45;4452.03;6667.2;5069.04;7069.72;8561.45;5601.98;5131.54;6005.43;5138.95;5166.01;1227.227
15.09.2005;5140.16;5157.4;5160.84;5140.16;1026.79;1428.19;4408.8;6623.21;5006.37;6973.46;8541.54;5574.35;5088.22;5978.11;5098.12;5125.88;1225.01
14.09.2005;5119.72;5142.54;5144.32;5117.59;1023.83;1427;4332.69;6596.47;5013.68;7045.62;8527.22;5568.78;5071.81;5971.53;5083.27;5111.41;1224.623
13.09.2005;5142.54;5116.31;5142.54;5112.74;1018.61;1421.15;4302.51;6561.16;4992.84;7025.47;8519.31;5548.54;5044.13;5952.2;5056.84;5085.73;1221.677
12.09.2005;5133.57;5139.25;5139.5;5121.62;1023.17;1426.17;4346.5;6590.5;5015.43;7038.85;8530.1;5574.79;5067;5977.33;5079.9;5108.34;1225.648
09.09.2005;5102.75;5117.54;5122.27;5102.75;1018.85;1412.3;4289.46;6559.13;5004.31;7058.82;8489.49;5524.78;5049.64;5927.39;5058.52;5086.8;1214.012
08.09.2005;5104.75;5100.4;5105.38;5091.38;1015.44;1406.72;4276.17;6542.07;4973.56;7005.64;8470.79;5508.28;5032.25;5910.37;5041.42;5069.61;1208.272
07.09.2005;5072.8;5102.37;5102.37;5064.64;1015.83;1406.56;4294.72;6554.89;4946.27;6935.65;8474.74;5510.04;5034.25;5912.39;5043.37;5071.3;1209.506
06.09.2005;5005.79;5047.24;5050.8;5005.79;1004.85;1395.81;4265.64;6483.16;4895.41;6853.02;8429.24;5448.41;4979.4;5851.27;4988.22;5016.73;1200.604
05.09.2005;4994.32;4998.19;5005.77;4987.02;995.09;1385.71;4209.9;6422.66;4840.73;6782.55;8407.75;5408.3;4928.08;5812.32;4938.88;4967.93;1194.761
02.09.2005;4999.17;4991.38;5014.84;4982.66;993.73;1387.77;4218.03;6412.71;4837.48;6769.72;8401.82;5430.3;4916.87;5831.88;4932.06;4961.43;1195.268
01.09.2005;4999.96;5005.49;5023.44;4997.13;996.54;1386.68;4221.27;6436.97;4833.78;6759.66;8377.9;5415.93;4936.02;5816.27;4946.69;4975.74;1193.9
31.08.2005;4944.02;4977.17;4993.88;4944.02;990.9;1377.75;4166.73;6403.53;4798;6727.22;8327.16;5381.36;4908.74;5779.42;4918.75;4947.74;1186.39
30.08.2005;4951.02;4944.82;4963.33;4937.5;984.46;1371.42;4141.29;6357.27;4779.95;6709.29;8285.79;5363.77;4874.01;5759.1;4886.59;4915.83;1179.868
29.08.2005;4873.44;4937.75;4940.53;4873.44;983.06;1369.95;4117.14;6364.02;4728.23;6621.08;8264.9;5353.37;4867.61;5747.44;4879.74;4908.56;1177.392
26.08.2005;4954.63;4925.01;4978.76;4924.85;980.52;1369.08;4116.09;6341.98;4731.95;6629.52;8268.15;5353.14;4852.6;5747.56;4866.8;4896.6;1177.39
25.08.2005;4949.09;4949.78;4962.03;4939.23;985.45;1364.18;4110.93;6369.12;4769.21;6710.08;8190.08;5343.91;4884.41;5731.17;4892.98;4920.58;1172.552
24.08.2005;5006.52;4988.17;5011.76;4969.88;993.09;1371.93;4157.64;6423.91;4790.96;6719.59;8230.09;5381.9;4923.21;5770.06;4931.27;4958.65;1179.311
23.08.2005;5045.53;5010.43;5045.53;5008.56;997.52;1379.42;4213.06;6448.93;4822.63;6742.92;8260.44;5412.4;4944.3;5801.11;4953.36;4980.83;1184.047
22.08.2005;5064.06;5051.88;5077.3;5049.47;1005.78;1384.85;4259.48;6497.36;4876.49;6818.71;8273.73;5441.17;4988.52;5828.83;4995.13;5021.76;1187.038
