SPI® Total Return;;;;;;;;;;;;;;;;;
ISIN;CH0009987501;;;;CH0011105639;CH0017810976;CH0009987519;CH0009987527;CH0009987535;CH0009987543;CH0000629755;CH0000629821; CH0000629839;CH0000629854;CH0000629870;CH0009111011;CH0033051423
SYMBOL;SXGE;;;;SNSPI;SPIEX;SXBS ;SXRS ;SXBP ;SXPC ;SSCI ;SMCI ;SLCI ;SNCI ;SOCI ;SSIRT;SXSLI
NAME;SPI®;;;;SWX new;SPI Extra ;Bearer;Registred;Bearer &;Particip.;Small;Mid;Large;Small &;Large &;Swiss All;SPI ex SLI (TR)
;Tot Ret;;;;SPI Index;;Shares;Shares;PS;Certificate;Cap;Cap;Cap;Mid Cap;Mid Cap;Shares;
YTD Perf.%;3.01;3.29;3.3;2.82;3.29;7.63;-1.74;3.37;2.94;3.68;10.95;7.32;2.49;7.63;3.18;3.39;7.58
Date;Open;Close;High;Low;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close
16.08.2011;4836.47;4897.38;4897.38;4796.88;975.02;1656.72;6256.66;6203.99;5069.7;6271.79;11031.37;6094.31;4757.46;6669.34;4882.55;4854.87;1422.25
15.08.2011;4890.42;4870.52;4916.83;4839.27;969.67;1677.02;6342.07;6172.75;5032.02;6163.54;11051.47;6177.06;4714.46;6751.05;4855.1;4828.23;1436.6
12.08.2011;4600.61;4796.12;4832;4534.92;954.86;1638.87;6191.51;6082.97;4939.18;6065.54;10880.07;6030.9;4650.78;6597.47;4781.92;4754.43;1404.82
11.08.2011;4502.12;4597.72;4601.31;4328.06;915.36;1577.39;5995.5;5825.53;4755.41;5823.78;10550.89;5799.12;4455.94;6350;4584.11;4558.39;1351.28
10.08.2011;4656.35;4395.38;4656.35;4395.38;875.07;1540.1;5632.07;5568.3;4549.16;5619.6;10566.72;5643.33;4242.76;6199.88;4379.55;4358.47;1319.29
09.08.2011;4539.53;4570.98;4624.87;4332.76;910.04;1580.56;5863.12;5781.19;4764.8;5902.79;10542.58;5812.84;4425.11;6362.75;4558.92;4531.86;1342.17
08.08.2011;4697.12;4547.76;4800.39;4547.76;905.41;1573.15;5720.47;5752.84;4737.01;5919.15;10655.66;5774.13;4398.6;6332.91;4531.14;4510.11;1340.16
05.08.2011;4674.78;4742.83;4856.73;4672.39;944.25;1649.73;6145.87;5991.52;4968.78;6140.63;11038.67;6064.77;4579.28;6641.19;4723.75;4703.03;1410.62
04.08.2011;5092.76;4845.24;5109.31;4845.24;964.64;1677.24;6285.11;6108.05;5121.48;6352.58;11309.14;6159.83;4679.5;6751.94;4822.56;4805.21;1439.1
03.08.2011;5037.21;5030.26;5143.76;5004.72;1001.47;1745;6713.55;6336.63;5333.57;6536.89;11524.57;6425.7;4854.72;7024.73;5007.41;4987.78;1488.4
02.08.2011;5214.69;5098.89;5226.98;5096.73;1015.14;1778.12;6827.18;6445.62;5326.57;6470.98;11646.96;6554.45;4911.2;7158.06;5072.22;5055.4;1517.14
29.07.2011;5325.54;5315.45;5343.63;5264.17;1058.25;1851.53;7192.68;6711.96;5579.07;6758.13;11931.11;6838.9;5120.52;7453.58;5289.01;5269.49;1573.29
28.07.2011;5367.27;5389.91;5405.4;5354.8;1073.08;1864.09;7313.4;6807.14;5653.1;6835.96;11961.26;6888.89;5198.48;7504.16;5362.98;5343.22;1582.8
27.07.2011;5465.36;5424.28;5489.51;5411.56;1079.92;1881.76;7290.86;6855.19;5672.73;6882.15;12045.33;6956.24;5227.76;7575.28;5396.64;5376.9;1595.88
26.07.2011;5527.83;5502.39;5545.88;5479.54;1095.47;1913.2;7334.87;6964.75;5716.08;6940.24;12102.78;7082.6;5303.64;7701.84;5478.06;5453.78;1613.98
25.07.2011;5504.06;5517.74;5531.04;5498.12;1098.53;1918.02;7357.19;6985.26;5728.17;6951.71;12153.08;7099.07;5327.83;7721.26;5501.12;5469.08;1619.11
22.07.2011;5572.18;5534.61;5577.74;5518.35;1101.88;1930.23;7380.8;7028.78;5667.26;6830.1;12194.09;7146.8;5340.61;7770.39;5518.04;5485.66;1628.69
21.07.2011;5497.82;5534.54;5552.61;5436.79;1101.87;1919.19;7387.35;7038.36;5633;6764.85;12140.65;7104.78;5349.58;7725.95;5520.75;5485.16;1620.05
20.07.2011;5443.13;5466.23;5466.23;5422.93;1088.27;1898.26;7300.61;6950.23;5567.9;6687.31;12098.75;7020.93;5282.71;7641.7;5452.34;5417.62;1605.15
19.07.2011;5371.44;5403.53;5424.22;5371.44;1075.79;1879.57;7190.98;6872.58;5496.71;6609.44;12013.66;6949.43;5220.75;7566.48;5389.71;5355.71;1590.88
18.07.2011;5407.23;5345.28;5420.49;5337.9;1064.19;1868.35;7180.08;6796.26;5445.35;6521.31;12034.67;6901.42;5158.51;7521.31;5329.68;5298.27;1579.61
15.07.2011;5463.81;5450.53;5471.8;5433.56;1085.15;1912.94;7385.07;6943.06;5506.65;6536.57;12240;7071.88;5257.5;7700.8;5436.57;5401.65;1615.07
14.07.2011;5486.06;5495.14;5524.45;5484.39;1094.03;1937.89;7468.39;7006.94;5526.73;6534;12361.81;7166.89;5295.49;7801.25;5481.17;5445.83;1636.83
13.07.2011;5512.9;5540.46;5549.9;5512.15;1103.05;1957.63;7580.78;7063.36;5577.14;6572.85;12432.37;7243.94;5334.68;7880.71;5524.65;5490.49;1654.57
12.07.2011;5482.31;5528.27;5539.92;5427.85;1100.62;1950.92;7499.15;7052.08;5549.81;6561.48;12384.2;7219.5;5325.48;7853.68;5513.67;5478.5;1649.29
11.07.2011;5643.03;5560.06;5643.03;5538.07;1106.95;1958.47;7580.09;7106.3;5533.32;6493.64;12495.9;7242.8;5359.27;7884.1;5545.93;5509.65;1656.72
08.07.2011;5725.08;5660.4;5743.69;5656.38;1126.93;2007.79;7746.96;7240.94;5610.54;6555.65;12712.57;7432.34;5447.53;8082.63;5645.78;5608.94;1696.55
07.07.2011;5699.7;5710.28;5739.35;5674.08;1136.86;2017.61;7833.45;7300.78;5674.03;6630.4;12743.29;7470.97;5499.25;8122.14;5695.51;5658.08;1704.55
06.07.2011;5729.39;5681.48;5735.3;5671.43;1131.12;2009.14;7738.4;7262.16;5651.79;6634.55;12723.26;7437.2;5471.14;8088.08;5666.93;5629.8;1696.94
05.07.2011;5745.99;5740.61;5756.54;5726.08;1142.9;2028.6;7813.38;7336.24;5715.92;6715.83;12788.42;7513.45;5527.5;8166.39;5725.26;5688.4;1710.29
04.07.2011;5731;5746.75;5747.98;5728.08;1144.12;2038.03;7701.87;7344.99;5718.81;6773.33;12795.92;7552.19;5529.95;8204.36;5732.1;5694.74;1715.55
01.07.2011;5689.43;5731.47;5741.79;5689.43;1141.08;2020.27;7652.92;7325.49;5703.54;6768.54;12710.94;7484.45;5522.89;8132.88;5717.74;5679.51;1698.12
30.06.2011;5620.33;5684.5;5692.48;5602.97;1131.73;2002.94;7601.8;7258.81;5680.31;6750.31;12656.15;7416.25;5477.97;8063.09;5670.34;5633.34;1685.51
29.06.2011;5552.06;5605.22;5605.28;5546.98;1115.94;1973.64;7507.11;7146.95;5638.72;6719.18;12482.46;7306.94;5402.25;7945.16;5591.14;5555.26;1663.18
28.06.2011;5513.18;5516.99;5549.42;5497.86;1098.38;1950.33;7388.47;7035;5547.99;6610.06;12444.77;7212.61;5314.47;7851.32;5503.25;5468.06;1648.98
27.06.2011;5492.67;5501.55;5520.14;5488.84;1095.3;1939.37;7250.49;7016.96;5526.62;6635.91;12432.03;7167.88;5304.21;7807.18;5488.89;5453.6;1637.07
24.06.2011;5559.28;5514.85;5567.3;5504.46;1097.95;1953.63;7279.27;7041.99;5511.48;6594.93;12544.61;7219.07;5310.58;7864.62;5500.64;5466.59;1648.49
23.06.2011;5602;5510.97;5612.9;5490.21;1097.18;1958.19;7212.5;7040.32;5495.92;6597.97;12542.97;7238.17;5304.45;7882.97;5497.62;5462.76;1651.92
22.06.2011;5664.1;5623.13;5664.1;5623.13;1119.51;1995.69;7353.05;7197.11;5559.99;6648.42;12665.58;7385.37;5412.78;8033.91;5609.82;5573.56;1680.35
21.06.2011;5624.39;5664.03;5664.03;5623.32;1127.65;1996.33;7372.54;7247.74;5606.52;6723.77;12646.17;7389.44;5463.75;8036.47;5654.7;5613.87;1679.57
20.06.2011;5585.76;5608.39;5616.31;5581.82;1116.57;1974.1;7151.88;7183.27;5527.62;6683.93;12587.42;7301.19;5413.01;7947.02;5599.81;5559.68;1663.14
17.06.2011;5624.83;5644.42;5669.43;5599.02;1123.75;1997.57;7173.35;7234.1;5546.53;6708.19;12706.3;7390.24;5440.87;8041.5;5634.87;5595.71;1680.83
16.06.2011;5657.8;5651.51;5662.32;5614.53;1125.16;1990.09;7195.35;7244.13;5550.16;6704.47;12673.53;7361.48;5451.94;8011.38;5641.02;5602.2;1674.45
15.06.2011;5744.48;5697.99;5751.86;5697.99;1134.41;2019.56;7300.87;7306.9;5584.53;6717.43;12807.61;7474.4;5487.8;8130.02;5685.95;5648.8;1698.52
14.06.2011;5727.37;5748.31;5759.52;5717.85;1144.43;2036.81;7351.15;7366.54;5651.12;6814.77;12877.1;7541.17;5538.72;8199.47;5738.4;5698.24;1710.78
10.06.2011;5757.98;5706.65;5770.36;5693.86;1136.13;2035.46;7318.37;7313.99;5607.18;6750.35;12914.88;7532.78;5486.98;8194.02;5692.33;5656.29;1712.68
09.06.2011;5753.74;5773.29;5789.59;5745.86;1149.4;2057.6;7452.3;7394.39;5690.42;6838.71;12991.84;7619.34;5552.29;8283.14;5759.7;5722.2;1730.99
08.06.2011;5810.94;5759.01;5813.53;5759.01;1146.56;2051.58;7426.59;7370.72;5695.41;6859.81;12994.15;7594.13;5539.76;8258.92;5745.73;5708.33;1727.2
07.06.2011;5846.82;5827.97;5866.43;5823.34;1160.29;2078.7;7483.33;7459.53;5761.68;6953.55;13109.6;7698.58;5605.09;8368.07;5815.3;5776.57;1747.13
06.06.2011;5879.33;5864.95;5898.89;5853.29;1167.65;2091.7;7545.11;7506.42;5799.83;6993.85;13062.86;7756.1;5639.99;8420.41;5852.67;5812.83;1754.71
03.06.2011;5915.44;5902.92;5935.97;5885.86;1175.21;2107.01;7625.59;7552.95;5844.67;7037.54;13163.58;7812.53;5673.04;8482.07;5888.3;5850.39;1767.88
01.06.2011;6025.88;5977.84;6025.88;5965.3;1190.13;2123.26;7687.78;7655.47;5895.27;7100.26;13236.81;7874.82;5750.78;8547.46;5963.56;5924.13;1783.94
31.05.2011;5998.76;6023.04;6040.16;5994.32;1199.13;2124.03;7739.9;7710.86;5948.7;7172.87;13257.01;7876.55;5802.34;8550.56;6008.66;5968.81;1783.26
30.05.2011;5962.14;5951.74;5971.97;5948.49;1184.93;2107.75;7612.76;7630.63;5839.15;7033.55;13219.9;7811.48;5728.05;8485.04;5936.08;5898.04;1771.27
27.05.2011;5980.47;5965.95;5990.59;5957.91;1187.76;2105.43;7649.72;7641.69;5878.44;7087.59;13221.16;7801.71;5744.45;8475.68;5949.17;5911.92;1769.89
26.05.2011;5960.47;5947.06;5966.82;5933.48;1184;2097.46;7512.98;7622.6;5841.74;7085.21;13201.52;7769.96;5726.61;8443.6;5929.78;5893.74;1765.31
25.05.2011;5910.26;5942.82;5951.81;5906.17;1183.15;2094.13;7558.55;7615.06;5845.03;7069.74;13230.43;7753.99;5722.52;8430.21;5924.28;5889.31;1766.55
24.05.2011;5926.4;5939.98;5947.7;5926.4;1182.59;2105.41;7611.74;7611.92;5840.47;7036.41;13314.47;7794.82;5713.44;8475.62;5921.33;5886.57;1776.23
23.05.2011;5961.7;5924.71;5964.28;5920.65;1179.55;2099.01;7598.91;7592.52;5824.88;7014.11;13251.62;7772.77;5698.86;8449.86;5905.96;5871.77;1770.59
20.05.2011;6060.14;6013.29;6072.77;6004.88;1197.18;2137.44;7793.48;7698.56;5938.36;7128.85;13427.11;7919.97;5781;8604.55;5995.36;5959.68;1800.03
19.05.2011;6034.47;6034.88;6050.67;5994.89;1201.48;2139.78;7756.82;7726.87;5957.32;7180.58;13421.04;7930.15;5805.2;8613.96;6017.66;5980.9;1801.36
18.05.2011;6009.65;6012.85;6014.79;5995.5;1197.1;2130.54;7814.21;7688.74;5970.69;7177.88;13424.74;7891.41;5785.1;8576.77;5995.46;5959.14;1792.81
17.05.2011;6035.77;5976.68;6035.77;5971.48;1189.9;2123.22;7788.15;7644.97;5925.97;7108.84;13385.33;7863.82;5749.14;8547.32;5960.8;5923.52;1789.81
16.05.2011;6032.16;6042.12;6053.79;5999.67;1202.92;2142.92;7854.31;7727.22;5996.02;7205.07;13470.27;7939.6;5808.96;8626.59;6022.08;5988.1;1801.49
13.05.2011;6067.48;6045.46;6078.48;6045.46;1203.59;2152.8;7833.86;7741.24;5964.88;7158.07;13463.08;7981.25;5808.17;8666.37;6026.46;5991.47;1809.46
12.05.2011;6014.93;6046.77;6046.77;6006.17;1203.85;2156.3;7822.42;7751.23;5936.77;7112.34;13481.05;7994.51;5807.58;8680.46;6027.55;5992.08;1811.04
11.05.2011;6039.47;6050.83;6061.6;6032.86;1204.66;2163.7;7903.92;7753.33;5951.74;7101.19;13480.45;8025.32;5807.78;8710.26;6031.45;5996.15;1818.72
10.05.2011;5992.77;6021.84;6039.03;5986.92;1198.89;2157.8;7760.98;7735.38;5855.36;6993.25;13474.37;8001.23;5775.34;8686.5;6000.28;5967.4;1812.15
09.05.2011;6003.14;5979.96;6018.45;5971.41;1190.55;2148.6;7662.02;7688.82;5789.07;6919.3;13402.27;7968.16;5731.74;8649.46;5958.3;5926.19;1804.81
06.05.2011;5959.79;6017.89;6028.68;5949.69;1198.1;2152.43;7718.45;7733.16;5841.41;6987.9;13431.65;7981.98;5772.95;8664.89;5995.86;5964;1807.74
05.05.2011;5975.06;5947.07;5977.6;5906.18;1184;2131.32;7595.81;7652.68;5735.44;6852.93;13375.73;7898.26;5704.6;8579.91;5926.18;5893.41;1791.92
04.05.2011;5999.18;5966;6030.66;5958.09;1187.77;2141.83;7666.19;7681.13;5739.25;6826.66;13399.77;7940.22;5722.57;8622.22;5946.93;5912.29;1798.29
03.05.2011;6018.84;6004.14;6023.35;5986.63;1195.36;2153.47;7761.63;7721.51;5806.78;6904.53;13442.34;7985.55;5758.18;8669.08;5983.44;5950.06;1809.15
02.05.2011;6034.66;6019.2;6037.08;6015.89;1198.36;2159.62;7820.57;7750.26;5788.17;6842.86;13477.43;8008.59;5767.61;8693.84;5994.45;5964.52;1815
29.04.2011;6006.23;6013.04;6022.53;6001.63;1197.13;2156.14;7813.85;7751.87;5748.38;6773.61;13476.58;7994.19;5763.22;8679.83;5988.88;5958.1;1812.2
28.04.2011;5980.22;5994.01;5994.01;5965.01;1193.35;2151.39;7750.25;7737.01;5695.9;6708.12;13458.83;7975.74;5742.52;8660.73;5968.62;5939.62;1809.48
27.04.2011;5967.66;5954.55;5982.77;5942.23;1185.49;2144.14;7678.67;7694.54;5628.32;6618.92;13393.89;7950.25;5702.9;8631.52;5931.02;5900.69;1801.79
26.04.2011;5947.06;5959.25;5971.45;5947.06;1186.43;2144.93;7724.78;7702.19;5627.24;6595.19;13389.59;7953.83;5706.58;8634.69;5934.66;5905.48;1801
21.04.2011;5943.44;5937.46;5953.27;5926.92;1182.09;2138.91;7688.66;7668.67;5625.66;6609.36;13378.63;7929.62;5686.05;8610.48;5913.84;5884.1;1796.73
20.04.2011;5868.51;5919.5;5924.17;5868.51;1178.51;2119.98;7610.79;7648.87;5596.57;6593.16;13293.57;7857.02;5670.36;8534.27;5891.37;5866.41;1785.96
19.04.2011;5772.19;5817.71;5847.27;5772.19;1158.25;2093.06;7412.53;7527.33;5464.81;6446.95;13198.76;7751.93;5566.4;8425.91;5788.09;5765.76;1768
18.04.2011;5848.08;5748.19;5848.08;5730.1;1144.41;2085.56;7233.99;7436;5404.44;6421.37;13247.44;7721.82;5487.67;8400.14;5715.9;5697.03;1764.28
15.04.2011;5824.42;5833.94;5833.94;5805.42;1161.48;2105.49;7314.29;7556.28;5451.75;6469.56;13266.52;7798.72;5577.61;8475.94;5803.55;5782.02;1780.04
14.04.2011;5792.49;5799.7;5827.97;5787.09;1154.66;2103.12;7316.77;7506.81;5438.14;6443.61;13237.03;7791.01;5539.93;8466.41;5769.77;5747.85;1777.2
13.04.2011;5812.46;5807.59;5840.98;5799.61;1156.23;2108.38;7312.97;7517.88;5442.45;6453.25;13267.7;7810.66;5545.52;8487.58;5777.01;5756;1778.78
12.04.2011;5835.02;5794.53;5843.48;5785.06;1153.63;2102.13;7328.96;7493.73;5456.19;6470.71;13252.9;7785.73;5534.45;8462.41;5764.36;5743.31;1773.62
11.04.2011;5881.34;5874.37;5891.81;5871.41;1169.53;2120.87;7472.57;7600.9;5517.31;6514.1;13272.98;7862.19;5611.57;8537.83;5840.81;5821.76;1785.49
08.04.2011;5909.59;5889.89;5918.47;5886.83;1172.62;2126.92;7479.98;7629.43;5501.61;6481.99;13243.34;7889.5;5626.2;8562.19;5856.86;5837.07;1787.86
07.04.2011;5888.11;5892.11;5920.91;5888.03;1173.06;2119.82;7463.83;7633.63;5498.91;6484.72;13212.56;7862.21;5632.86;8533.62;5859.37;5839.05;1784.16
06.04.2011;5885.97;5876.73;5889.57;5863.64;1170;2118.89;7558.74;7610.42;5496.35;6435.12;13143.82;7863.33;5613.25;8529.89;5842.41;5824.19;1782.88
05.04.2011;5864.38;5871.62;5878.18;5845.91;1168.98;2119.47;7519.98;7604.01;5490.86;6443.46;13151.8;7865.17;5602.14;8532.22;5832.95;5819.3;1788.06
04.04.2011;5871.59;5862.34;5873.35;5851.96;1167.13;2123.21;7518.64;7588.64;5494.2;6450.19;13202.14;7877.08;5588.46;8547.28;5822.47;5809.96;1791.67
01.04.2011;5815.81;5865.28;5869.67;5814.91;1167.72;2118.53;7523.26;7589.62;5507.05;6471.41;13147.64;7861.53;5592.56;8528.41;5824.16;5812.98;1787.92
31.03.2011;5823.5;5791.55;5823.5;5791.55;1153.04;2102.99;7488.31;7494.78;5435.8;6358.16;13109.04;7799.69;5521.04;8465.86;5754.34;5740.26;1773.51
30.03.2011;5817.62;5821.82;5831.54;5814.2;1159.06;2104.86;7501.05;7537.49;5451.46;6380.65;13071.23;7810.21;5556.54;8473.39;5786.56;5770.12;1772.38
29.03.2011;5790.03;5788.64;5796.14;5765.29;1152.46;2102.47;7376.97;7504.31;5385.21;6318.7;13062.68;7800.89;5518.88;8463.78;5752.61;5737.02;1764.35
28.03.2011;5780.87;5785.24;5796.67;5772.97;1151.78;2095.02;7375.58;7500.5;5379.95;6309.77;13053.21;7770.56;5522.31;8433.76;5751.94;5733.25;1762.27
25.03.2011;5764.03;5775.4;5786.66;5750.87;1149.82;2090.28;7359.67;7487.08;5373.16;6304.94;13022.56;7753.07;5516.46;8414.68;5744.73;5722.35;1756.75
24.03.2011;5678.05;5744.2;5744.2;5673.41;1143.61;2076.95;7371.64;7437.48;5377.09;6306.43;13007.08;7698.75;5487.77;8361.02;5713.16;5690.4;1746.41
23.03.2011;5640.83;5690.02;5693.88;5640.83;1132.83;2062.93;7235.81;7367.53;5325.65;6277.01;12909.26;7647.54;5432.91;8304.61;5659.16;5637.07;1736.45
22.03.2011;5667.27;5663.18;5681.44;5647.67;1127.48;2051.07;7270.45;7330.86;5307.43;6227.42;12847.29;7602.69;5407.69;8256.87;5631.76;5610.48;1727.26
21.03.2011;5602.1;5659.92;5660.33;5601.41;1126.83;2049;7130.29;7345.68;5235.81;6163.3;12875.63;7592.01;5404.98;8248.52;5628.11;5607.05;1724.39
18.03.2011;5545.61;5548.33;5575.85;5534.13;1104.62;2009.55;6927.99;7201.32;5130.95;6068.04;12710.66;7439.85;5295.69;8089.71;5514.47;5497.1;1688.05
17.03.2011;5477.57;5513.89;5528.99;5456.41;1097.76;1980.65;6804.79;7155.97;5101.39;6072.55;12583.67;7328.83;5274.3;7973.39;5482.47;5463.03;1661.79
16.03.2011;5558.69;5466.82;5574.92;5452.81;1088.39;1964.82;6698.66;7092.49;5066.42;6059.1;12468.22;7271.32;5228.07;7909.65;5435.22;5416.78;1651.24
15.03.2011;5599.6;5542.25;5607.34;5463.51;1103.4;1995.07;6910.19;7182.04;5166.26;6140.88;12509.72;7394.39;5297.06;8031.44;5510.21;5490.93;1657.44
14.03.2011;5721;5696.11;5747.53;5696.11;1134.04;2050.19;7127.35;7380.85;5311.73;6303.1;12815.53;7601.59;5447.66;8253.3;5666.51;5643.69;1700.74
11.03.2011;5763.4;5763.76;5789.66;5756.94;1147.51;2063.28;7205.95;7473.7;5356.15;6346.81;12911.37;7649.09;5516.5;8305.99;5732.28;5710.36;1711.22
10.03.2011;5827.75;5810.4;5845.25;5800.01;1156.79;2087.51;7382.97;7530.77;5411.78;6364.39;13004.06;7743.28;5560.66;8403.56;5782.12;5756.21;1732.65
09.03.2011;5907.04;5855.85;5917.72;5855.85;1165.84;2111.34;7531.32;7592.18;5445.05;6354.81;13089.37;7836.32;5597.11;8499.47;5825.11;5800.89;1748.51
08.03.2011;5916.12;5907.56;5935.17;5885.3;1176.14;2115.75;7575.63;7667.3;5464.12;6368.57;13153.15;7850.03;5653.2;8517.26;5875.69;5851.46;1752.01
07.03.2011;5893.73;5890.47;5940.38;5880.14;1172.73;2111.43;7532.83;7643.97;5452.44;6367.54;13118.07;7834.58;5639.58;8499.83;5861.95;5834.69;1749.15
04.03.2011;5979.93;5916.78;5983.91;5911.99;1177.97;2110.7;7412.85;7683.38;5457.84;6434.15;13096.73;7833.11;5669.99;8496.9;5888.31;5860.98;1748.95
03.03.2011;5964.53;5964.12;5980.26;5948.48;1187.4;2102.35;7458.72;7749.02;5486.54;6464.72;13094.81;7798.45;5729.61;8463.29;5936.15;5907.24;1740.72
02.03.2011;5921.28;5923.29;5933.71;5886.24;1179.27;2091.31;7445.16;7705.8;5413.59;6338.27;13055.57;7755.32;5690.17;8418.85;5896.56;5866.36;1737.68
01.03.2011;5974.32;5962.11;5999.24;5951.26;1187;2099.51;7463.11;7753.26;5459.74;6412.9;13097.27;7786.42;5713.72;8451.85;5920.84;5904.73;1744.7
28.02.2011;5881.3;5952.3;5966.53;5880.79;1185.04;2097.2;7378.78;7742.5;5443.8;6422.48;13056.49;7779.81;5705.09;8442.57;5912.52;5895.24;1739.32
25.02.2011;5880.2;5889.33;5909.73;5868.49;1172.51;2075.9;7347.5;7665.84;5367.83;6300.41;12964.27;7697.8;5641.88;8356.8;5847.51;5833.06;1720.2
24.02.2011;5902.14;5865.2;5902.14;5851.42;1167.7;2058.6;7266.63;7639.19;5329.21;6267.75;12896.87;7630.69;5623.57;8287.17;5823.49;5809.15;1707.35
23.02.2011;5915.99;5921.66;5948.16;5900.48;1178.94;2079.66;7441.25;7709.39;5392.17;6301.64;13041.65;7707.81;5677.06;8371.95;5879.43;5864.89;1724.7
22.02.2011;5959.12;5938.76;5959.12;5922.84;1182.35;2105.68;7489.26;7734.68;5397.09;6288.73;13078.03;7813.56;5676.82;8476.71;5891.79;5881.84;1741.29
21.02.2011;6020.55;5991.43;6035.72;5987.17;1192.83;2113.81;7608.91;7799.87;5456.96;6341.94;13150.14;7842.15;5729.43;8509.44;5941.19;5933.95;1746.68
18.02.2011;6028.28;6023.95;6031.45;6002.11;1199.31;2129.98;7636.79;7847.53;5467.86;6348.87;13194.22;7906.27;5758.05;8574.51;5973.83;5965.99;1759.16
17.02.2011;6033.13;6015.67;6034.8;5989.51;1197.66;2127.17;7634.48;7834.94;5466.67;6347.79;13154.57;7897.47;5748.81;8563.2;5964.71;5957.79;1758.37
16.02.2011;6008.22;6020.98;6030.13;6002.22;1198.72;2134.64;7635.64;7830.87;5510.16;6425.24;13145.72;7929.24;5753.25;8593.27;5972.36;5963.11;1766.78
15.02.2011;5994.54;6008.18;6015.13;5986.88;1196.17;2138.46;7683.51;7809.79;5514.02;6410.5;13098.01;7948.66;5735.46;8608.64;5959.13;5950.65;1764.64
14.02.2011;6004.67;5991.42;6009.86;5986.5;1192.83;2139.76;7760.14;7767.54;5570.62;6477.31;13047.83;7957.78;5714.17;8613.89;5941.6;5934.41;1765.35
11.02.2011;5925.03;5984.07;5984.07;5914.15;1191.37;2128.11;7744.02;7750.61;5589.8;6519;13055.93;7908.62;5713.45;8566.98;5935.13;5927.58;1757.14
10.02.2011;5941.75;5937.18;5946.03;5903.49;1182.03;2121.01;7644.66;7693.52;5533.24;6462.54;12996.75;7883.39;5667.88;8538.4;5892.29;5881.06;1752.25
09.02.2011;5970.82;5957.99;5982.75;5954.56;1186.18;2132.28;7699.15;7723.9;5540.61;6451.11;13031.8;7927.79;5684.66;8583.79;5912.24;5901.41;1760.05
08.02.2011;5941.81;5964.91;5964.91;5936.8;1187.55;2132.26;7670.26;7734.41;5541.63;6466.01;13009.05;7929.39;5690.68;8583.72;5917.69;5908.27;1757.22
07.02.2011;5934.2;5944.37;5966.46;5933.02;1183.46;2131.18;7462.52;7718.62;5484.41;6457.4;12971.86;7927.61;5667.09;8579.36;5896.86;5888.09;1755.83
04.02.2011;5900.38;5913.03;5916.27;5888.24;1177.22;2112.63;7275.18;7683.82;5434.73;6453.1;12971.5;7850.35;5644.17;8504.69;5867.63;5857.54;1744.48
03.02.2011;5881.2;5878.8;5892.1;5860.28;1170.41;2104.98;7325.96;7619.76;5472.13;6497.18;12952.39;7819.85;5610.32;8473.87;5834.42;5823.79;1738.01
02.02.2011;5880.75;5884.26;5911.73;5851.86;1171.5;2101.68;7267.86;7618.59;5506.25;6584.65;12993.09;7803.13;5617.83;8460.61;5838.99;5829.39;1739.35
01.02.2011;5846.67;5886.51;5894.52;5830.18;1171.94;2105.86;7282.51;7617.65;5521.93;6606.14;12972.38;7822.05;5619.19;8477.42;5842.43;5831.42;1739.47
31.01.2011;5838.11;5814.95;5838.11;5803.98;1157.7;2078.36;7197.86;7518.89;5476.45;6562.89;12949.61;7709.14;5553.95;8366.73;5771.97;5760.95;1718.57
28.01.2011;5869.13;5854.77;5905.95;5854.77;1165.63;2093.7;7283.21;7571.36;5510.52;6585.37;12948.04;7773.18;5595.93;8428.48;5816.29;5800.13;1731.44
27.01.2011;5874.43;5883.83;5898.41;5867.41;1171.41;2100.42;7423.81;7598.66;5573.97;6635.51;12922.66;7803.03;5625.28;8455.51;5845.49;5829.04;1733.73
26.01.2011;5897.32;5899.17;5914.1;5887.04;1174.46;2089.79;7434.39;7619.4;5585.25;6650.95;12911.06;7759.61;5651.53;8412.74;5863.27;5843.97;1728.84
25.01.2011;5910.49;5881.97;5913.2;5880.72;1171.04;2078.39;7394.32;7605.49;5539.73;6587.47;12898.58;7713;5640.68;8366.82;5848.24;5827.02;1721.51
24.01.2011;5890.3;5900.09;5904.07;5862.82;1174.65;2073.93;7322.24;7642.69;5508.36;6563.83;12933.2;7691.91;5660.8;8348.9;5863.32;5844.57;1717.18
21.01.2011;5850.76;5876.14;5898.7;5842.21;1169.88;2073.66;7285.27;7625.91;5435.91;6450.64;12888.87;7694.01;5629.52;8347.79;5836.23;5820.72;1719.18
20.01.2011;5857.02;5833.43;5864.54;5806.88;1161.38;2067.24;7268.89;7563.38;5421.39;6432.03;12821.4;7672.21;5583.39;8321.94;5793.3;5778.82;1711.04
19.01.2011;5964.95;5880.81;5964.95;5879.21;1170.81;2089.75;7231.33;7633.42;5435.14;6473.67;12836.9;7764.89;5622.96;8412.56;5838.91;5825.25;1728.18
18.01.2011;5914.21;5944.79;5962.81;5914.21;1183.55;2103.19;7513.66;7717.87;5489.35;6443.11;12811.49;7822.8;5687.49;8466.69;5902.21;5888.09;1738.2
17.01.2011;5898.96;5902.84;5909.36;5885.59;1175.19;2099.02;7549.59;7652.16;5490.14;6428.28;12802.17;7806.08;5638.83;8449.88;5857.68;5846.94;1735.31
